ZachsReport,,,,,
,,,,,
Date/Time Generated,11/15/2017 13:32,,,,
Report Time Zone,America/New_York,,,,
Account ID,9497,,,,
Date Range,9/3/17 - 10/31/17,,,,
Campaign,Equals:TJN_STP_029_STP 2H DIG_FY18 (20280430),,,,
MRC Accredited Metrics,"Impressions(Desktop Display and Rich Media, Desktop Video, Mobile Video)",,,,
,,,,,
Report Fields,,,,,
Site (DCM),Package/Roadblock,Placement,Date,Impressions,Clicks
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/6/2017,2617,10
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/7/2017,2061,8
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/8/2017,1661,7
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/9/2017,1888,7
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/10/2017,2463,7
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/11/2017,2379,5
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/12/2017,2100,6
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/13/2017,2347,5
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/14/2017,2167,9
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/15/2017,1590,11
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/16/2017,1905,16
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/17/2017,2053,4
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/18/2017,2361,6
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/19/2017,2166,8
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/20/2017,1955,4
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/21/2017,2138,5
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/22/2017,1894,6
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/23/2017,2080,3
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/24/2017,2186,4
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/25/2017,2090,3
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/26/2017,2099,3
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/27/2017,2189,2
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/28/2017,1988,3
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/29/2017,1406,4
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/30/2017,1668,0
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYH44_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - Connecticut, Danbury - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/31/2017,1998,1
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/22/2017,6096,8
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/23/2017,18537,21
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/24/2017,17369,16
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/25/2017,9596,11
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/26/2017,9166,7
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/27/2017,10660,9
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/28/2017,24958,34
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/29/2017,10933,10
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",9/30/2017,9222,17
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/1/2017,2881,1
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/2/2017,11189,10
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/3/2017,9832,9
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/4/2017,5481,8
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/5/2017,4122,9
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/6/2017,4549,10
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/7/2017,3557,8
Pandora,PJYDDF_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - STP CUSTOM BUNDLE - AUDIO_Run of Site_Behavioral_P25-54_Click and View_NV_NA,"PJYHCC_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_AUD_TRG_ROS_CTG_BTG_DCM_MOBILE AUDIO: W25-54 - TJX CUSTOM BUNDLE- COMPANION BANNER - New York, East Hanover & Nanuet - ActiveAthleisure_Run of Site_Behavioral_P25-54_300 x 250_Standard_NV_NA",10/8/2017,2981,7
