ZachsReport,,,,,
,,,,,
Date/Time Generated,11/15/2017 13:32,,,,
Report Time Zone,America/New_York,,,,
Account ID,9497,,,,
Date Range,9/3/17 - 10/31/17,,,,
Campaign,Equals:TJN_STP_029_STP 2H DIG_FY18 (20280430),,,,
MRC Accredited Metrics,"Impressions(Desktop Display and Rich Media, Desktop Video, Mobile Video)",,,,
,,,,,
Report Fields,,,,,
Site (DCM),Package/Roadblock,Placement,Date,Impressions,Clicks
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,9/24/2017,105358,884
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,9/25/2017,98221,720
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,9/26/2017,117190,828
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,9/27/2017,120860,816
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,9/28/2017,274069,1578
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,9/29/2017,143333,888
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,9/30/2017,306894,2259
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/1/2017,21,0
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/2/2017,64623,414
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/3/2017,142330,1032
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/4/2017,70975,448
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/5/2017,71220,497
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/6/2017,94750,572
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/7/2017,401198,2787
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/8/2017,125203,892
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/9/2017,117653,742
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/10/2017,118284,776
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/11/2017,119070,741
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/12/2017,121771,746
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/13/2017,124323,774
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/14/2017,110937,713
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/15/2017,119454,822
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/16/2017,119683,700
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/17/2017,115385,672
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/18/2017,119265,728
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/19/2017,77823,473
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/20/2017,85429,510
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/21/2017,73546,439
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/22/2017,56249,346
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/23/2017,67603,355
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/24/2017,74142,418
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/25/2017,80689,442
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/26/2017,85930,445
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/27/2017,88569,508
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/28/2017,81034,501
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/29/2017,65688,394
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/30/2017,78873,463
Pandora,PJYDDH_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_PKG_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - STP CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_F25-54_Click and View_NV_NA,PJYDDQ_TJN_STP_033_Audience_PANDORA.COM_DST_SV1_MAP_DIR_DSP_TRG_ROS_CTG_BTG_DCM_MOBILE RESPONSIVE DISPLAY: W25-54 - TJX CUSTOM BUNDLE - BANNER_Run of Site_Behavioral_P25-54_640 x 640_Click and View_NV_NA,10/31/2017,83277,478
Place IQ,PJXC84_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_Standard_NV_NA,PJXCB1_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_300 x 250_Standard_NV_NA,9/12/2017,1,0
Place IQ,PJXCC8_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_HEALTH/FITNESS MOBILE APP USERS_Run of Network_Behavioral_F25-54_Standard_NV_NA,PJXCC9_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_HEALTH/FITNESS MOBILE APP USERS_Run of Network_Behavioral_F25-54_300 x 250_Standard_NV_NA,9/12/2017,2,0
Place IQ,PJXCCB_TJN_STP_029_Audience_PLACEIQ INC_CANCELLED_Run of Network_Behavioral_F25-54_320 x 50_Standard_NV_NA,PJXCCB_TJN_STP_029_Audience_PLACEIQ INC_CANCELLED_Run of Network_Behavioral_F25-54_320 x 50_Standard_NV_NA,9/12/2017,8,1
Place IQ,PJXCF4_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_CTG_DVY_HEAVY UP: BLACK FRIDAY/CYBER MONDAY SHOPPERS OR  HOLIDAY SHOPPERS AND NEARBY STP_Run of Network_Behavioral_F25-54_Standard_NV_NA,PJXCF6_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_CTG_DVY_HEAVY UP: BLACK FRIDAY/CYBER MONDAY SHOPPERS OR  HOLIDAY SHOPPERS AND NEARBY STP_Run of Network_Behavioral_F25-54_320 x 50_Standard_NV_NA,9/12/2017,1,0
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/12/2017,12577,14
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/13/2017,47349,44
Place IQ,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,PJXCHH_TJN_STP_029_Audience_PLACEIQ INC_DST_SV1_MAP_DIR_DSP_TRG_RON_BTG_PTG_DVY_STANDARD ANIMATED BANNER - ACTIVE LIFESTYLE SPORTS ENTHUSIASTS_Run of Network_Behavioral_F25-54_320 x 50_Click and View_NV_NA,9/14/2017,15,0
