Campaign name	Campaign ID	Campaign flight start date	Campaign flight end date	Campaign budget	Campaign planned cost	Campaign buy total	Buy detail	Supplier	Package type name	Primary placement	Name	Placement number	Flight start date	Flight end date	Dimension	Cost method	Rate	Total Planned Units	Total Planned Cost	2017-09 - Planned Units	2017-09 - Planned Cost	2017-10 - Planned Units	2017-10 - Planned Cost	Company ID	Person ID	Exported by	Exported on	Exported from
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	BUSTLE	Standalone		PK5G3S_TJN_MAR_023_Social_BUSTLE_Sponsored Custom Content on Instagram via Influencer [For Social Influencer Custom Shot Feature]_Social_Contextual_F25-54_1 x 1_Click and View_NV_NA	PK5G3S	10/16/2017	11/12/2017	1 x 1	Free	0.00	0	$0.00 			0	$0.00 	MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	BUSTLE	Standalone		PK5G3V_TJN_MAR_023_Content_BUSTLE_Native Content Module - Fall Fashion Finds Topics Page_Run of Site_Contextual_F25-54_1 x 1_Click and View_NV_NA	PK5G3V	9/28/2017	11/12/2017	1 x 1	Free	0.00	"1,000,000"	$0.00 	0	$0.00 	"720,931"	$0.00 	MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	BUSTLE	Standalone		PK5G43_TJN_MAR_023_Content_BUSTLE_RON - Bustle & Elite Daily - Panoramic Unit_Run of Network_Contextual_F25-54_1 x 1_Click and View_NV_NA	PK5G43	10/5/2017	11/12/2017	1 x 1	Free	0.00	"2,500,000"	$0.00 			"1,730,770"	$0.00 	MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	BUSTLE	Package		PKM3V5_TJN_MAR_023_Content_BUSTLE_AV HPTO - 10/24_HP Takeover_Contextual_F25-54_Click and View_NV_NA	PKM3V5	10/24/2017	10/24/2017		Free	0.00	"300,000"	$0.00 			"300,000"	$0.00 	MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	BUSTLE	Child		PKM3V6_TJN_MAR_023_Content_BUSTLE_AV HPTO - Panoramic Unit 10/24_Run of Site_Contextual_F25-54_1 x 1_Click and View_NV_NA	PKM3V6	10/24/2017	10/24/2017	1 x 1	Free	0.00	"300,000"	$0.00 					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	BUSTLE	Child		PKM3V7_TJN_MAR_023_Content_BUSTLE_AV HPTO - 300x250 10/24_Run of Site_Contextual_F25-54_300 x 250_Click and View_NV_NA	PKM3V7	10/24/2017	10/24/2017	300 x 250	Free	0.00	"300,000"	$0.00 					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Package		PJQ0XM_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_Proximity Loyalty - Dynamic Distance Package_Run of Network_Geo_F25-54_Click and View_NV_NA	PJQ0XM	9/5/2017	11/12/2017		CPMV	5.94	"10,547,074"	"$62,649.62 "	"3,274,703"	"$19,451.74 "	"5,242,873"	"$31,142.67 "	MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJQ0Y6_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_PXT_BTG_DVY_PROXIMITY LOYALTY - DYNAMIC DISTANCE_Run of Network_Geo_F25-54_320 x 50_Click and View_NV_NA	PJQ0Y6	9/5/2017	11/12/2017	320 x 50	CPMV	5.94	"10,547,074"	"$62,649.62 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJQ0Y7_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_PXT_BTG_DVY_PROXIMITY LOYALTY - DYNAMIC DISTANCE_Run of Network_Geo_F25-54_300 x 250_Click and View_NV_NA	PJQ0Y7	9/5/2017	11/12/2017	300 x 250	CPMV	5.94	"10,547,074"	"$62,649.62 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PKFRNK_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_PXT_BTG_DVY_PROXIMITY LOYALTY - DYNAMIC DISTANCE V2_Run of Network_Geo_F25-54_320 x 50_Click and View_NV_NA	PKFRNK	9/5/2017	11/12/2017	320 x 50	CPMV	5.94	"10,547,074"	"$62,649.62 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Package		PJQ0XN_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_Proximity Loyalty - Weather RM Package_Run of Network_Weather_F25-54_Click and View_NV_NA	PJQ0XN	9/5/2017	11/12/2017		CPMV	8.10	"19,160,938"	"$155,203.60 "	"808,844"	"$6,551.64 "	"13,230,580"	"$107,167.70 "	MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJQ0Y8_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY LOYALTY - WEATHER LOCATOR UNIT_Run of Network_Weather_F25-54_320 x 50_Click and View_NV_NA	PJQ0Y8	9/5/2017	11/12/2017	320 x 50	CPMV	8.10	"19,160,938"	"$155,203.60 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJQ0Y9_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY LOYALTY - WEATHER LOCATOR UNIT_Run of Network_Weather_F25-54_300 x 250_Click and View_NV_NA	PJQ0Y9	9/5/2017	11/12/2017	300 x 250	CPMV	8.10	"19,160,938"	"$155,203.60 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJT9FK_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY LOYALTY - WEATHER LOCATOR UNIT WARM_Run of Network_Weather_F25-54_320 x 50_Click and View_NV_NA	PJT9FK	9/5/2017	11/12/2017	320 x 50	CPMV	8.10	"19,160,938"	"$155,203.60 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJT9FR_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY LOYALTY - WEATHER LOCATOR UNIT COLD_Run of Network_Weather_F25-54_320 x 50_Click and View_NV_NA	PJT9FR	9/5/2017	11/12/2017	320 x 50	CPMV	8.10	"19,160,938"	"$155,203.60 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJT9GS_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY LOYALTY - WEATHER LOCATOR UNIT WARM_Run of Network_Weather_F25-54_300 x 250_Click and View_NV_NA	PJT9GS	9/5/2017	11/12/2017	300 x 250	CPMV	8.10	"19,160,938"	"$155,203.60 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJT9HJ_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY LOYALTY - WEATHER LOCATOR UNIT COLD_Run of Network_Weather_F25-54_300 x 250_Click and View_NV_NA	PJT9HJ	9/5/2017	11/12/2017	300 x 250	CPMV	8.10	"19,160,938"	"$155,203.60 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PK2T04_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY LOYALTY - WEATHER LOCATOR UNIT RAINY_Run of Network_Weather_F25-54_320 x 50_Click and View_NV_NA	PK2T04	9/5/2017	11/12/2017	320 x 50	CPMV	8.10	"19,160,938"	"$155,203.60 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PK2T06_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY LOYALTY - WEATHER LOCATOR UNIT RAINY_Run of Network_Weather_F25-54_300 x 250_Click and View_NV_NA	PK2T06	9/5/2017	11/12/2017	300 x 250	CPMV	8.10	"19,160,938"	"$155,203.60 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Package		PJQ0XP_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_Proximity Conquesting - Dynamic Distance Package_Run of Network_Geo_F25-54_Click and View_NV_NA	PJQ0XP	9/5/2017	11/12/2017		CPMV	5.94	"3,736,069"	"$22,192.25 "	"694,712"	"$4,126.59 "	"2,192,607"	"$13,024.09 "	MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJQ0YB_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_PXT_BTG_DVY_PROXIMITY CONQUESTING - DYNAMIC DISTANCE_Run of Network_Geo_F25-54_320 x 50_Click and View_NV_NA	PJQ0YB	9/5/2017	11/12/2017	320 x 50	CPMV	5.94	"3,736,069"	"$22,192.25 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJQ0YC_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_PXT_BTG_DVY_PROXIMITY CONQUESTING - DYNAMIC DISTANCE_Run of Network_Geo_F25-54_300 x 250_Click and View_NV_NA	PJQ0YC	9/5/2017	11/12/2017	300 x 250	CPMV	5.94	"3,736,069"	"$22,192.25 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PKFRQ1_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_PXT_BTG_DVY_PROXIMITY CONQUESTING - DYNAMIC DISTANCE V2_Run of Network_Geo_F25-54_320 x 50_Click and View_NV_NA	PKFRQ1	9/5/2017	11/12/2017	320 x 50	CPMV	5.94	"3,736,069"	"$22,192.25 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Package		PJQ0XQ_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_Proximity Conquesting - Weather RM Package_Run of Network_Weather_F25-54_Click and View_NV_NA	PJQ0XQ	9/5/2017	11/12/2017		CPMV	8.10	"2,528,775"	"$20,483.08 "	"429,526"	"$3,479.16 "	"1,513,413"	"$12,258.65 "	MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJQ0YD_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY CONQUESTING - WEATHER LOCATOR UNIT_Run of Network_Weather_F25-54_320 x 50_Click and View_NV_NA	PJQ0YD	9/5/2017	11/12/2017	320 x 50	CPMV	8.10	"2,528,775"	"$20,483.08 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJQ0YF_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY CONQUESTING - WEATHER LOCATOR UNIT_Run of Network_Weather_F25-54_300 x 250_Click and View_NV_NA	PJQ0YF	9/5/2017	11/12/2017	300 x 250	CPMV	8.10	"2,528,775"	"$20,483.08 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJT9CL_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY CONQUESTING - WEATHER LOCATOR UNIT WARM_Run of Network_Weather_F25-54_320 x 50_Click and View_NV_NA	PJT9CL	9/5/2017	11/12/2017	320 x 50	CPMV	8.10	"2,528,775"	"$20,483.08 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJT9D6_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY CONQUESTING - WEATHER LOCATOR UNIT COLD_Run of Network_Weather_F25-54_320 x 50_Click and View_NV_NA	PJT9D6	9/5/2017	11/12/2017	320 x 50	CPMV	8.10	"2,528,775"	"$20,483.08 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJT9D9_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY CONQUESTING - WEATHER LOCATOR UNIT WARM_Run of Network_Weather_F25-54_300 x 250_Click and View_NV_NA	PJT9D9	9/5/2017	11/12/2017	300 x 250	CPMV	8.10	"2,528,775"	"$20,483.08 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PJT9DY_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY CONQUESTING - WEATHER LOCATOR UNIT COLD_Run of Network_Weather_F25-54_300 x 250_Click and View_NV_NA	PJT9DY	9/5/2017	11/12/2017	300 x 250	CPMV	8.10	"2,528,775"	"$20,483.08 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
TJN_MAR_023_Marshalls 2H Digital_F18	CPD8SG	9/5/2017	2/3/2018	"$450,919.00 "	"$2,212,322.27 "	"$2,212,322.27 "	I | TJN | MAR	GROUND TRUTH FKA XAD	Child		PK2T0K_TJN_MAR_023_Mobile_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_RCH_TRG_RON_WEA_PXT_DVY_PROXIMITY CONQUESTING - WEATHER LOCATOR UNIT RAINY_Run of Network_Weather_F25-54_320 x 50_Click and View_NV_NA	PK2T0K	9/5/2017	11/12/2017	320 x 50	CPMV	8.10	"2,528,775"	"$20,483.08 "					MSNYID	MBUIMONY	MINH BUI	"2017-11-08 12:04:40, EST"	Prisma Campaign Ad server
